Marca temporal	Pais	Comercial encargado	Cliente	Nombre-Correo Gestor Cliente	N° Vacantes	Perfil del Puesto	Tiempo del Servicio	Modalidad de Trabajo	Formación Académica Mínima Requerida	Conocimientos Técnicos Específicos	Años y Tipo de Experiencia	Asignación Equipo	Especificaciones Máquina Portátil	Tarifa	Salario	Observaciones	USUARIO	Estado	Observación Proceso	Número de Candidatos Enviados	Fecha de Envío al Solicitante	Candidato 1	Candidato 2	Candidato 3	Candidato 4	Candidato 5	Candidato 6
2024-07-19 15:54:05	España	Alexander Gabel	Mi Banco	catalancruz@example.org	5	Mandader	Indefinido	Hibrido	Ingeniería de Sistemas	"Quibusdam unde debitis suscipit porro. Consectetur voluptatum id exercitationem.
Quibusdam hic ad doloribus. Provident minus quos officiis impedit. Ipsam ullam minus dolore."	> a 3 años	Cliente	Por determinar	5038716	$ 4229652 + $185984	Itaque natus sit velit enim qui excepturi sed. Asperiores eius sint laborum ab.	Alicia Perdomo	ATENDIDA	Adipisci delectus laborum.	8	2024-11-23 08:44:23	Dulce Segovia Piñeiro	Nieves Almansa Martín	Francisco Javier Alcántara Urrutia	Cristóbal Rivas Gras	Eustaquio Eustaquio Villaverde Elorza	Eduardo Báez Espada
2024-04-26 20:45:12	Colombia	Angelica Garzón	Cliente I	felix13@example.com	4	Ensamblador de maquinaria mecánica	> 1 Año	100 % Remoto	Tecnología	Repellendus aspernatur quam debitis quidem modi aut ipsum. Ipsum fuga fugit placeat. Aliquam ea earum quae nesciunt quas aut adipisci.	> a 3 años	Samtel	Por definir	7751628	$ 1090695 + $167310	Maxime nostrum sed. Dolorum mollitia accusantium et. Suscipit magnam enim quisquam id facere.	Barbara Correa	CERRADA	Molestiae tenetur itaque iure nobis in.	6	2024-10-03 12:54:19	Sandra Salvà Ferrero	Joaquina Caparrós-Ropero	Piedad del Pazos	Marisol Calderón	Loreto Flor Arenas	Maite Carrasco Santiago
2024-05-16 06:21:25	Colombia	Alexander Gabel	Cliente M	hortensialuque@example.net	3	Arquitecto	Más de 1 año	100 % Remoto	Pregrado Ingeniería de Sistemas	Quis amet nihil aperiam. Inventore officia reprehenderit quibusdam iste consequuntur hic. Similique laudantium repudiandae quod dicta atque omnis excepturi.	> a 3 años	Samtel	Por definir	2941001	$ 2269236 + $288333	Eum velit rerum ratione dolor nostrum. Officiis quae voluptatem nobis occaecati molestias.	Víctor Díaz	ATENDIDA	Ratione nulla sunt ratione blanditiis a.	5	2024-11-18 01:49:39	Che Lamas Valle	Adoración Torrens Cánovas	Gilberto Rico Villaverde	Nando Orozco-Díez	Montserrat de Hidalgo	Pilar Mate Boix
2024-07-11 04:18:35	España	Niolimar Sequera	Mi Banco	juana94@example.net	5	Operador de autoelevadoras	Más de 1 año	Presencial	Ingeniería de Sistemas	Quas similique vel odit. Reprehenderit quasi at omnis natus quo distinctio. Totam ipsam sunt harum. Voluptas voluptatem beatae cum.	5 Años	Samtel	N/A	1797111	$ 4068524 + $426616	Ea explicabo totam beatae unde. Provident molestiae iste blanditiis vitae consequatur.	Alexander Gabel	CONTRATADO	Error harum suscipit eligendi.	4	2024-08-25 06:51:18	Bárbara Torralba-Piña	Heriberto de Fiol	Teresita Serna-Cabeza	Nicanor Duran	Roberta Galán-Ros	África Luque Barrio
2024-08-04 03:55:26	España	Angelica Garzón	Cliente G	ycasanova@example.com	5	Diseñador gráfico	1 Año	Presencial	Tecnología	Possimus pariatur fuga soluta ipsam. Error iure magni inventore omnis molestiae exercitationem. Consequatur deserunt eligendi.	> a 3 años	Cliente	Por determinar	4977031	$ 4931290 + $187303	Sunt maiores iusto. Excepturi nisi aspernatur quod possimus repellendus aut ducimus.	Alicia Perdomo	CERRADA	Quo nam omnis maiores impedit ut.	10	2024-03-31 18:24:49	Salvador Cobos Amaya	Catalina Escudero Sala	Martín Herrero Aparicio	Otilia Ramirez Pujol	Bartolomé Olivera Salinas	Gema Arellano Gutierrez
2024-06-09 23:10:27	Colombia	Víctor Díaz	Cliente T	agudomarisela@example.org	2	Zoólogo	6 meses	Hibrido	Tecnología	Explicabo eius esse aperiam repellat suscipit aperiam. Sed expedita hic beatae consequatur. In nesciunt doloribus architecto.	5 Años	Cliente	Por definir	8488680	$ 3407831 + $258924	Ipsum ad hic vel id voluptatum asperiores recusandae. Dolorem porro quis architecto.	Alicia Perdomo	CERRADA	Tenetur iure eos quisquam.	2	2024-11-10 10:11:00	Cayetano del Torrijos	Aurora Torrent-Morán	Lino Neira Arnal	Jordán del Cobos	Jose Miguel del Vega	Marisol Abascal Solera
2025-01-24 07:15:14	Colombia	Niolimar Sequera	Cliente B	salmeronregina@example.com	1	Platero	Indefinido	100 % Remoto	Pregrado Ingeniería de Sistemas	"Corporis quibusdam ad. Sit sapiente numquam iusto.
Placeat provident numquam nemo doloribus perferendis. Voluptatem quibusdam ex id."	5 Años	Samtel	Por definir	5632246	$ 3528707 + $387426	Rerum et eius illum dignissimos dolor. Sequi explicabo voluptatem quis sapiente quo.	Angelica Garzón	CONTRATADO	Eos culpa commodi voluptate nihil id.	8	2025-02-19 11:46:15	Raquel Diéguez Galiano	Emelina Áurea Rovira Bou	Modesta Adela Royo Querol	Abraham Acosta-Malo	Alicia del Solano	Lina Abril Mariscal
2024-10-14 05:35:19	España	Andres Leon	Cliente H	ypadilla@example.net	1	Médico general	> 1 Año	Hibrido	Ingeniería de Sistemas	Perspiciatis dicta facilis rem esse ipsa temporibus. Aliquam corrupti laudantium excepturi quam debitis voluptatibus voluptate.	> a 3 años	Samtel	Por determinar	9579942	$ 4473746 + $290927	Eligendi consequatur iure aperiam dicta. Omnis sequi et officia. Corrupti dicta aliquam.	Barbara Correa	CERRADA	Veniam quos iusto alias quis.	2	2024-05-03 06:39:53	Priscila Pont Durán	Reyes de Casas	Zaida Doménech Conde	María Artigas Miranda	Santiago Sanchez-Comas	Odalis Palomino Carretero
2025-01-26 06:12:17	Colombia	Angelica Garzón	Cliente E	mireia59@example.com	1	Controlador de plagas y malas hierbas	Indefinido	Presencial	Pregrado Ingeniería de Sistemas	Rem non molestias provident fugit. Rem incidunt saepe possimus modi a. Culpa delectus dolores occaecati.	> a 3 años	Samtel	Por determinar	6723061	$ 1321866 + $434017	Commodi voluptates autem incidunt dolorum nulla est delectus. Cumque facilis quibusdam itaque sed.	Carolina Sabogal	ATENDIDA	Porro reprehenderit id quos.	9	2024-05-23 00:13:00	Marcial Miranda Cuenca	América María José Mateu Millán	Hernando Aarón Cerro Pozuelo	Conrado Manzanares Pareja	Arturo Bárcena	Violeta Soler
2024-06-03 07:24:42	España	Claudía Navas	Cliente T	salesjose-angel@example.org	3	Conductor de vehículos accionados a pedal o a brazo	1 Año	Presencial	Tecnología	"Sequi veniam molestiae sequi esse.
Dolor cum expedita sunt perferendis. Tempora inventore repudiandae voluptates distinctio consectetur architecto eos. Magni cum architecto magni."	6 meses - 1 año	Cliente	Por determinar	2213102	$ 2394196 + $474458	Officiis a dolorum occaecati. Dolore odio cum ipsa quasi quis rem.	Alicia Perdomo	CERRADA	Animi esse aut fugit adipisci fugiat.	1	2024-12-09 05:30:07	Guadalupe Febe Pastor Martínez	María Belén Miralles Clemente	Teodora Cañellas Cámara	Hugo Llorente Escalona	Eloísa Cuervo	Gastón Benitez Romeu
2024-07-29 06:41:46	España	Niolimar Sequera	Cliente O	carvajalmaristela@example.org	2	Controlador de instalaciones de procesamiento de productos químicos	6 meses	Hibrido	Pregrado Ingeniería de Sistemas	Minima perspiciatis dignissimos quae. Veniam esse dolore corrupti eveniet in debitis.	> a 3 años	Cliente	Por determinar	6350866	$ 4678717 + $185521	Quas quas reiciendis nisi. Ut rerum similique accusantium.	Alicia Perdomo	ATENDIDA	Et nobis nam ea.	8	2024-12-11 03:01:57	Joaquín Yáñez Falcón	Teobaldo Bello	Juan Antonio Moliner Pareja	Cristian Vélez Campo	Daniel Alba Isern	Pedro Almeida Bárcena
2024-08-10 16:05:15	España	Angelica Garzón	Cliente Q	carinapozo@example.net	3	Peón de carga	> 1 Año	Hibrido	Pregrado Ingeniería de Sistemas	"Cupiditate quia quibusdam quos. Voluptas harum laudantium modi odio illum.
Sapiente non porro occaecati suscipit maxime quia. Minima fugiat a quaerat doloremque libero sapiente."	> a 3 años	Samtel	Por definir	9523273	$ 4362202 + $214606	Illum veritatis molestiae assumenda. Nobis accusamus quam repudiandae fugit qui tempora.	Víctor Díaz	ATENDIDA	Nostrum omnis odio nemo.	3	2024-11-10 08:57:11	Gervasio Tovar Quintana	Ainoa Fernandez-Vidal	Dionisio del Ramírez	Josué Yago Sanmartín Granados	Omar Galindo Gimenez	Leocadia Olivé Cobos
2025-01-01 08:15:09	Colombia	Niolimar Sequera	Cliente I	dcontreras@example.net	2	Profesional de la publicidad y la comercialización	Más de 1 año	Presencial	Ingeniería de Sistemas	Eligendi aliquam vero reiciendis ullam ullam. Accusamus ullam cumque exercitationem eos repudiandae. Quia tempora quia harum dolorum.	6 meses - 1 año	Samtel	Por definir	2849670	$ 1829376 + $342112	Ipsam ipsa eum excepturi maiores neque reprehenderit. Sint maxime adipisci vitae nulla ratione.	Alexander Gabel	CERRADA	Voluptatem perspiciatis et atque ex delectus.	8	2024-07-09 13:32:44	Nicanor de Méndez	Sigfrido Olivé Camacho	Sergio Amador Llorente	Mamen Cuenca Bosch	Lázaro Palomares Casas	Sebastián Campoy Alvarez
2024-12-30 17:54:49	España	Niolimar Sequera	Cliente F	palmira88@example.org	3	Técnico de telecomunicaciones	Más de 1 año	Presencial	Pregrado Ingeniería de Sistemas	Tempora facere error officiis. Cum eius saepe a dicta omnis. Dolore dicta quae odit modi est. Voluptate libero illum possimus.	> a 3 años	Cliente	Por definir	3505636	$ 1901646 + $196507	Quos incidunt illum cumque dolore vitae rerum. Autem labore vel consectetur minima.	Cristian Carrillo	CONTRATADO	Aspernatur commodi perspiciatis asperiores nam.	4	2024-09-15 06:45:52	Moreno Pulido Armengol	Susana Lucila Simó Zurita	Matilde Cisneros Suárez	Zaira Antón Coello	Fabián Laguna Prats	Jessica Uribe-Peña
2024-08-13 16:28:03	España	Andres Leon	Cliente F	eligiomoreno@example.org	2	Profesional de medicina alternativa	Indefinido	Hibrido	Pregrado Ingeniería de Sistemas	"Aliquid nihil officia odit dolore.
Hic culpa illum eum nisi. Nesciunt reprehenderit amet ipsam eius consectetur earum."	6 meses - 1 año	Samtel	N/A	4544204	$ 3715563 + $325505	Ex provident assumenda. Alias aperiam sequi dolor.	Alexander Gabel	CONTRATADO	Tenetur ipsum vero repudiandae at.	3	2024-12-09 20:49:11	Plinio Sala	Cecilio Ayllón Sans	Eulalia Juana Becerra Suarez	Aureliano Mayoral	Filomena de Valencia	Marisa Tomás Pedrosa
2024-12-28 17:36:59	Colombia	Claudía Navas	Cliente M	lupitaarino@example.com	1	Bordador	> 1 Año	Presencial	Tecnología	Inventore ipsum quae quod. Reiciendis culpa eaque sapiente modi. Quam et earum nesciunt possimus molestiae omnis provident.	> a 3 años	Samtel	Por determinar	2270898	$ 1563513 + $409108	Minima tempora facere voluptates. Similique aliquam blanditiis officiis. Quod amet expedita a.	Alicia Perdomo	CONTRATADO	Natus delectus ipsam magnam beatae harum.	8	2024-09-19 01:51:08	Arcelia Vilar Roselló	Esperanza Teresa Tejero Velázquez	Adriana Tania Tejedor Feijoo	Chita Daza Baquero	Soraya Mena Llorente	Anacleto Zaragoza Tomé
2024-11-09 04:49:00	Colombia	Andres Leon	Cliente I	maribel56@example.org	2	Operario de la elaboración de productos lácteos	> 1 Año	100 % Remoto	Tecnología	Accusantium veniam labore neque voluptatibus nesciunt. Numquam earum exercitationem sit ut officia similique consequatur. Assumenda dicta delectus non minima accusamus veritatis.	6 meses - 1 año	Samtel	Por determinar	9801149	$ 2206564 + $483682	Minus error iste libero dicta optio reprehenderit. Dolorum repellendus rerum voluptate.	Angelica Garzón	ATENDIDA	Id maiores impedit.	6	2024-12-26 06:38:21	Hector Ayllón Somoza	Adelina Pérez Donaire	Perla Hidalgo Naranjo	Feliciana Querol Diéguez	Rodolfo Pablo Valle	Samuel Chaves
2024-05-28 09:36:40	Colombia	Angelica Garzón	Cliente H	balduino63@example.org	1	Reponedor de estanterías	Indefinido	Presencial	Tecnología	"Quisquam esse id. Nesciunt fugit occaecati delectus officiis.
Quia eius corporis. Omnis unde harum quam minus aliquid reiciendis rerum. Odio porro nam aliquid eos tempora laborum."	6 meses - 1 año	Cliente	Por definir	7855228	$ 4492749 + $452812	Consequatur commodi reiciendis nisi voluptas dolore. Dicta asperiores facilis enim nemo.	Barbara Correa	CERRADA	A nisi quam consequuntur eius deserunt error.	4	2024-03-18 16:22:49	Emilia Llorente Bueno	Aarón Solano Ledesma	Macaria Baeza Antúnez	Carmela Hurtado Espejo	Isidora Aragonés Linares	Cristian Bernat
2024-10-24 05:54:58	Colombia	Alexander Gabel	Cliente P	amelia83@example.com	3	Operador de instalaciones de producción de energía	1 Año	Presencial	Ingeniería de Sistemas	"Aperiam placeat id illum ut. Rerum delectus atque magnam.
Veniam eius illo nobis tempore fugit esse deleniti. Voluptate libero libero illum magnam voluptate."	6 meses - 1 año	Samtel	Por definir	2932835	$ 1105590 + $208503	Deleniti ducimus laudantium aperiam. Esse exercitationem minus architecto.	Cristian Carrillo	CONTRATADO	Ex optio officiis blanditiis.	5	2024-08-15 22:25:19	Trinidad Zamorano Marin	Paola Casanovas-Urrutia	Clemente Perelló Duran	Mireia Armas Manuel	Álvaro Gargallo Alarcón	Joaquina Carreras Gomez
2024-11-30 07:57:22	Colombia	Niolimar Sequera	Cliente D	hector98@example.net	2	Técnico agropecuario	Más de 1 año	Hibrido	Ingeniería de Sistemas	Aspernatur aliquid quaerat optio quis ipsa accusantium vero. Earum natus incidunt asperiores aspernatur suscipit reiciendis.	5 Años	Samtel	Por determinar	6371810	$ 1968755 + $490681	Fugiat porro necessitatibus earum quae est. Vero quisquam libero voluptatem nam.	Alexander Gabel	CERRADA	Veritatis suscipit ratione assumenda rem.	6	2025-01-18 05:38:03	Roxana de Lasa	Eloy Blas Almagro Cuéllar	Sofía Jódar	Silvio del Torrecilla	María Dolores Priego-Galván	Reyes del Coello
2024-12-11 19:09:25	España	Niolimar Sequera	Cliente Q	emartinez@example.com	5	Trabajador de cuidados personales a domicilio	Más de 1 año	100 % Remoto	Pregrado Ingeniería de Sistemas	Beatae mollitia nisi possimus iste ut voluptatibus. Esse architecto facere ut adipisci aperiam expedita. Rem consectetur dolore consequatur eligendi nemo.	> a 3 años	Cliente	Por definir	3328555	$ 4532715 + $472155	Sapiente rem qui odit nulla dignissimos. Libero vero reiciendis.	Alexander Gabel	CONTRATADO	Assumenda aliquid est repellat odit nihil.	2	2024-09-15 19:06:53	Mar Pla Prieto	Adolfo Tadeo Sanmiguel Prada	Odalis Feliciana Portero Paredes	Vera Rosselló Palmer	Javier del Bru	Juan Francisco Galván Batlle
2024-08-14 17:52:33	España	Víctor Díaz	Cliente I	deliamuro@example.net	3	Asesor de inversiones	Más de 1 año	100 % Remoto	Pregrado Ingeniería de Sistemas	Inventore itaque distinctio sapiente. Consequuntur necessitatibus iste nobis ex.	> a 3 años	Samtel	Por definir	8294449	$ 1355262 + $354916	Qui nemo nam ab. Ipsa est totam quidem maxime.	Víctor Díaz	ATENDIDA	Ea quis cumque.	5	2024-06-10 12:17:28	Octavio Gonzalo-Sebastián	Diego Florentino Fuentes Pedrosa	Juan Luis Benito Suárez	Haroldo Verdú Oller	Elvira Pinilla Murcia	Zaida Menendez Fuertes
2024-10-29 18:27:05	Colombia	Andres Leon	Cliente H	vcasado@example.com	4	Pintor y empapelador	Indefinido	100 % Remoto	Ingeniería de Sistemas	"Quidem enim eaque eligendi quis nulla.
Ipsum et molestiae deserunt quo atque earum. Doloribus dolorum autem. Harum laborum totam dolor.
Minus accusamus aut ratione officiis tenetur ullam sapiente."	6 meses - 1 año	Cliente	Por definir	5366880	$ 2053926 + $485787	Aliquid corporis porro. Vitae alias tempora exercitationem ullam est inventore.	Angelica Garzón	ATENDIDA	Nam non repellendus vitae iusto.	10	2024-04-22 06:12:17	Felipe Ureña Jiménez	Juliana Giner Real	Mónica Villalobos Vendrell	Marcio Edu Bayona Cózar	Amaro Arnal Bertrán	Cruz Mendez
2024-09-03 16:20:11	España	Niolimar Sequera	Cliente G	pacagargallo@example.com	4	Operador de telar y otras máquinas tejedoras	6 meses	Hibrido	Pregrado Ingeniería de Sistemas	"Amet labore temporibus error quisquam. Aut ullam architecto officiis.
Numquam id earum temporibus magni quis. Adipisci veritatis adipisci adipisci deserunt."	> a 3 años	Samtel	Por definir	2131941	$ 4312099 + $407698	Magnam fugiat explicabo amet est atque.	Alicia Perdomo	ATENDIDA	Mollitia quos nobis dicta nam atque.	5	2024-04-28 06:18:01	Amado Costa Piñol	Mateo Calvo-Casares	Benito Estévez Carlos	Oriana Cano-Llabrés	Tania Revilla Mas	Teobaldo Cerdá Peinado
2024-07-13 21:06:07	Colombia	Víctor Díaz	Cliente N	wmalo@example.net	1	Asistente farmacéutico	1 Año	Hibrido	Tecnología	"Nulla veritatis facilis enim nostrum. Rerum nam sunt adipisci ea.
Sint unde distinctio commodi. Minus illo blanditiis ullam nam unde tempora."	6 meses - 1 año	Cliente	Por determinar	2378699	$ 4801461 + $466682	Neque ratione facere omnis recusandae quos. Iure quia odio. Eos vero cupiditate eaque.	Víctor Díaz	ATENDIDA	Amet ad inventore possimus tenetur.	8	2024-09-04 01:04:01	Coral Paniagua Morcillo	Armando Ballester Pellicer	Benita Rodriguez Hernando	Irene Puig Cortes	Buenaventura Palau Gilabert	Ignacia Saura Simó
2024-04-21 01:48:10	España	Alexander Gabel	Cliente K	rinconisidro@example.org	1	Técnico en asistencia al usuario de tecnología de la información y las comunicaciones	Más de 1 año	Presencial	Tecnología	Quibusdam distinctio optio distinctio veritatis alias sed. Ullam commodi est ratione tempore quae necessitatibus. Earum odit similique reiciendis delectus unde.	5 Años	Cliente	Por definir	2136262	$ 1737233 + $261983	Ut vel dignissimos modi.	Alicia Perdomo	ATENDIDA	Fugiat possimus odio voluptates.	2	2024-09-11 04:02:59	Heliodoro Acedo Marqués	Sabina Echevarría Abella	Teófilo Zamora	Amparo Santamaría Tur	Daniel Bastida Piñeiro	Teodosio Prat
2024-08-14 11:16:06	España	Andres Leon	Cliente F	tpolo@example.net	3	Auxiliar de maestro	6 meses	Hibrido	Ingeniería de Sistemas	Corrupti placeat aut modi eos deserunt temporibus. Quae tenetur soluta animi consequatur laborum.	5 Años	Samtel	Por definir	5870911	$ 1822071 + $364332	Nihil veniam architecto cupiditate totam ea.	Alexander Gabel	ATENDIDA	A iure temporibus id.	10	2024-05-08 07:32:46	Dionisia Aroca Ferrero	Quique Morales	Virginia Montero	Trini Corona Cervantes Sevilla	Pancho Atilio Cabrera Patiño	Elías Grau Angulo
2024-03-11 00:19:54	España	Niolimar Sequera	Cliente I	domingocoral@example.com	5	Técnico en optometría y ópticos	Más de 1 año	Presencial	Pregrado Ingeniería de Sistemas	"Voluptatibus aspernatur cupiditate cupiditate commodi. Deserunt repellendus necessitatibus ducimus a.
Fuga modi at eveniet nostrum ea. Est quam ratione dolores perspiciatis libero nobis."	5 Años	Cliente	Por definir	5412411	$ 4361229 + $230132	Doloremque porro natus magnam officia incidunt quo iste. Ex odio vero doloremque.	Carolina Sabogal	CERRADA	Dolores nostrum tenetur corporis.	7	2024-11-02 11:18:55	Belen Nebot-Bayona	Alex Galiano Manso	Jose Miguel Poza Medina	Crescencia Herrero Sanabria	Gaspar Oliveras-Chamorro	Celia Azeneth Becerra Vives
2024-11-10 20:08:00	Colombia	Alexander Gabel	Cliente G	clotildesegura@example.com	5	Platero	1 Año	100 % Remoto	Ingeniería de Sistemas	"Sunt similique assumenda mollitia. Adipisci voluptate numquam odit laboriosam culpa minus similique.
Sed voluptates est. Aspernatur ducimus optio."	> a 3 años	Samtel	Por determinar	4267898	$ 3214993 + $124920	Illum veritatis nemo voluptatibus fugiat.	Barbara Correa	CONTRATADO	Cum corporis rem impedit natus ipsa.	6	2024-10-06 21:02:34	Violeta Eliana Menendez Martínez	Ramona Salcedo Pons	Amanda Rodriguez Hurtado	Ruy del Casas	Felix Morante Pelayo	Clementina Oller
2025-02-17 13:06:28	Colombia	Claudía Navas	Cliente H	vinicio96@example.com	2	Agente de servicios de seguridad social	> 1 Año	Hibrido	Ingeniería de Sistemas	Accusamus ipsa rerum aspernatur. Sunt animi dicta labore veritatis velit.	5 Años	Samtel	Por determinar	1083306	$ 4468661 + $191532	Quod neque eaque officiis dignissimos nulla. Dignissimos aliquam corrupti neque ipsa.	Carolina Sabogal	CERRADA	Quasi enim repudiandae qui adipisci.	10	2024-12-19 13:32:43	Miguel Ángel Belmonte Alemany	Samuel Barberá Mateu	Renato Acevedo Hernández	Sabas Agudo-Corral	Lope Tamayo-Coll	Arsenio Chacón Melero
